Recept ID,Receptnév,Elkészítése,Kép,Szenhidrat_g,Feherje_g,Zsir_g,Recept_Skálázhatóság,,
344,Trüffel energiagolyó,"1. Egy közepes tálban villával alaposan nyomkodd szét az érett banánt, amíg pürés állagú nem lesz.
2. Add hozzá a finomra reszelt sárgarépát, a mogyoróvajat, a chia magot, kb. 20 grammot a kókuszreszelékből, a vegán fehérjeport, az őrölt fahéjat és a vaníliakivonatot.
3. Az egészet keverd alaposan össze, amíg egy jól formázható, kissé ragacsos masszát nem kapsz. Ha túl nedvesnek tűnik a massza, adhatsz hozzá még egy kevés fehérjeport vagy kókuszreszeléket. Ha esetleg túl száraz lenne, egy nagyon kevés vizet vagy növényi tejet adhatsz hozzá.
4. Hagyd állni a masszát kb. 10-15 percig, hogy a chia mag megszívja magát nedvességgel és a massza könnyebben formázható legyen.
5. A maradék 5 gramm kókuszreszeléket szórd egy kis tányérra.
6. A masszából nedves kézzel formázz kis golyókat (kb. 3-4 darab jön ki ebből a mennyiségből), majd forgasd meg őket a kókuszreszelékben, hogy mindenhol bevonja őket.
7. A kész energiagolyókat tedd hűtőszekrénybe legalább 20-30 percre, hogy kissé megdermedjenek és az ízek összeérjenek.",https://drive.google.com/thumbnail?id=1i5s5zQqoqyBPiZm0EH7zj0vcZaUJZhI3,20,14,22,nem skálázható,,
345,Tükörtojás Kovászos Kenyérrel és Aszalt Paradicsommal (minimális mennyiségben),"1. Előkészületek:
o A 1/2 szelet teljes kiőrlésű kovászos kenyeret pirítsd meg kenyérpirítóban vagy száraz serpenyőben ízlés szerint.
o Az aszalt paradicsomokat alaposan csepegtesd le, majd vágd nagyon apró darabokra.
2. Tükörtojás sütése:
o Egy kisebb serpenyőben hevítsd fel az 1 teáskanál kókuszolajat közepes lángon.
o Üsd a két tojást óvatosan a forró serpenyőbe.
o Süsd ízlés szerint (lágy sárgájával vagy keményebbre). Ízlés szerint sózd és borsozd meg a tojásokat sütés közben.
3. Ízesítés aszalt paradicsommal:
o Amikor a tojásfehérje már kezd megszilárdulni, de a sárgája még a kívánt állagú, szórd meg a tojások tetejét az apróra vágott, lecsöpögtetett aszalt paradicsommal és egy csipet oregánóval.
o Süsd még kb. fél percig, hogy az ízek kissé összeérjenek.
4. Tálalás:
o Óvatosan csúsztasd a tükörtojásokat a pirított kovászos kenyér szeletre vagy mellé. Azonnal, melegen tálald.",https://drive.google.com/thumbnail?id=1J0udpLdeRHRXQH9pkBhk8XoX1dy3r3OK,16,17,17,Skálázható,,
346,Töltött édesburgonya,"1. Édesburgonya sütése: Melegítsd elő a sütőt 200°C-ra. Az édesburgonyát alaposan mosd meg, majd szurkáld meg néhány helyen egy villával. Csomagolhatod alufóliába, vagy teheted közvetlenül a sütőrácsra vagy egy sütőpapírral bélelt tepsire. Süsd kb. 45-60 percig, vagy amíg teljesen megpuhul (egy kés könnyen belemegy).
2. Töltelék elkészítése: Amíg az édesburgonya sül, készítsd el a tölteléket. A vöröshagymát és a fokhagymát pucold meg és aprítsd finomra.
3. Egy serpenyőt hevíts fel közepes lángon. Add hozzá a darált marhát, és pirítsd meg. A 10%-os zsírtartalmú marhahús elegendő zsiradékot enged ki, így valószínűleg nincs szükség külön olajra. Időnként megkeverve pirítsd, amíg a hús megbarnul és morzsalékos lesz. Ha sok zsiradék sül ki, egy részét leöntheted.
4. Add a húshoz az aprított vöröshagymát, és pirítsd tovább néhány percig, amíg a hagyma üvegesedik. Ezután add hozzá az aprított fokhagymát, és pirítsd még 1 percig, amíg illatos lesz.
5. Keverd hozzá a paradicsomszószt, a sót, a borsot és az ízlés szerinti fűszereket. Alaposan keverd össze, majd főzd alacsony lángon kb. 5-10 percig, hogy az ízek összeérjenek. Ha szükséges, adj hozzá egy nagyon kevés vizet, hogy ne legyen túl sűrű.
6. Édesburgonya töltése: Amikor az édesburgonya megsült és kissé kihűlt (annyira, hogy hozzá tudj nyúlni), vágd hosszában félbe. Egy kanállal óvatosan kapard ki a belsejének egy részét, peremet hagyva, hogy megtölthető legyen (a kikapart édesburgonya-részt hozzáadhatod a töltelékhez, vagy félreteheted más ételhez).
7. Töltsd meg a kivájt édesburgonyákat a fűszeres darált marhás raguval.
8. Opcionális átsütés: Ha szeretnéd, a megtöltött édesburgonyákat visszateheted a sütőbe még 5-10 percre, hogy a töltelékkel együtt átmelegedjenek és kissé összesüljenek.
9. Tálalás: Melegen tálald. Kínálhatsz mellé egy kanál natúr joghurtot, tejfölt, vagy megszórhatod friss zöldfűszerrel (pl. petrezselyem, koriander).",https://drive.google.com/thumbnail?id=1j9jkbzHmjX0XiZDNIn92zeGuf50hpviC,45,34,15,nem skálázható,,
347,Töltött gomba hússal,"1. Melegítsd elő a sütőt 180-200°C-ra (alsó-felső sütés).
2. A gombafejeket töröld tisztára egy nedves konyharuhával vagy papírtörlővel. Óvatosan csavard ki a szárukat (a gombaszárakat apróra vághatod és a töltelékhez adhatod, ha szeretnéd).
3. Egy tapadásmentes serpenyőt melegíts fel közepes lángon. Add hozzá a finomra aprított vöröshagymát, és párold üvegesre kb. 2-3 perc alatt (ha szükséges, adj hozzá 1-2 evőkanál vizet, hogy ne égjen le). Add hozzá az áttört fokhagymát (és az aprított gombaszárakat, ha használod), majd pirítsd még 1 percig.
4. Tedd a serpenyőbe a darált csirkemellet, és egy fakanállal morzsold szét. Pirítsd fehéredésig, kb. 3-4 percig.
5. Öntsd hozzá a paradicsompürét, add hozzá a sót, borsot és a választott szárított fűszereket (oregánó, bazsalikom, kakukkfű). Keverd össze alaposan, és főzd alacsony lángon kb. 5 percig, amíg a töltelék kissé besűrűsödik.
6. A gombafejeket helyezd egy sütőpapírral bélelt tepsire vagy egy kis tűzálló tálba. Kanalazd bele a húsos-paradicsomos tölteléket a gombafejek üregébe, kissé púposan.
7. Süsd az előmelegített sütőben kb. 15-25 percig, vagy amíg a gomba megpuhul és a töltelék teteje enyhén megpirul.
8. Tálald melegen.",https://drive.google.com/thumbnail?id=1YEbu3UD07N2r5AoL6m9t8lCzaWzIigXO,20,18,1,nem skálázható,,
348,Töltött padlizsán darált pulykával és mentás kókuszjoghurttal,"1. Előkészületek:
o Melegítsd elő a sütőt 200°C-ra (alsó-felső sütés).
o A basmati rizst öblítsd át és főzd félpuhára enyhén sós vízben (kb. 8-10 perc). Szűrd le.
o A padlizsánt mosd meg, vágd félbe hosszában. A vágott felületét irdald be késsel néhányszor (vigyázva, hogy a héját ne vágd át). Egy karalábévájóval vagy kanállal óvatosan kapard ki a belsejének egy részét, úgy hogy kb. 1 cm vastag perem maradjon. A kikapart padlizsánhúst vágd apróra. (Opcionális: A padlizsánfeleket sózd be kicsit, hagyd állni 10-15 percig, majd papírtörlővel itasd le a kicsapódó nedvességet – ez elveszi az esetleges kesernyés ízt.)
2. Töltelék készítése:
o Egy tapadásmentes serpenyőben (ha használsz, kevés olívaolajon) dinszteld meg az apróra vágott vöröshagyma felét (a másik felét félreteheted más ételhez, vagy használd mindet, ha szereted hagymásan).
o Add hozzá a darált pulykamellet, és pirítsd fehéredésig, közben egy fakanállal törd szét a nagyobb darabokat.
o Add hozzá az apróra vágott padlizsánbelsőt, a félpuhára főtt rizst, a paradicsompürét és a fűszereket (só, bors, pirospaprika, oregánó stb.). Keverd össze alaposan. Ha túl száraznak tűnik, adj hozzá 1-2 evőkanál vizet vagy alaplevet. Főzd pár percig, hogy az ízek összeérjenek.
3. Padlizsán töltése és sütése:
o A kivájt padlizsáncsónakokat töltsd meg a pulykás-rizses töltelékkel.
o Helyezd a töltött padlizsánokat egy sütőpapírral bélelt tepsire vagy egy hőálló tálba.
o Süsd az előmelegített sütőben kb. 30-40 percig, vagy amíg a padlizsán teljesen megpuhul és a töltelék teteje kissé megpirul.
4. Mentás öntet készítése:
o Amíg a padlizsán sül, keverd össze a kókuszjoghurthot az aprított friss mentával és a pár csepp citromlével. Ízlés szerint egy csipet sót is adhatsz hozzá.
5. Tálalás:
o A sült töltött padlizsánt vedd ki a sütőből, és tálald melegen a frissítő mentás kókuszjoghurttal meglocsolva vagy mellette kínálva.",https://drive.google.com/thumbnail?id=1lyivcKmJ2_yY3M3UFVkMQra8VmNXMGYF,39,39,12,nem skálázható,,
349,Töltött sült alma,"1. Melegítsd elő a sütőt 180°C-ra (légkeverésesnél 160°C).
2. Az almát alaposan mosd meg. Vágd le a tetejét (ez lesz a ""kalapja""), majd egy karalábévájóval, kiskanállal vagy hegyes késsel óvatosan távolítsd el a magházát és egy kevés húsát, hogy egy szép üreg keletkezzen a töltelék számára. Ügyelj rá, hogy az alma alja egyben maradjon (ne lyukaszd át).
3. A diót vágd apróbb darabokra, vagy egy mozsárban/aprítógépben daráld kissé durvára.
4. Egy kisebb tálban keverd össze alaposan az aprított diót, a tojásfehérjét, az ízlés szerinti édesítőszert, a reszelt narancshéjat (ha használsz), valamint a javasolt fűszereket (fahéj, szegfűszeg/szerecsendió).
5. Az elkészített diós tölteléket töltsd bele az alma üregébe. Nem baj, ha kissé púpos lesz.
6. Helyezd a töltött almát egy kis (lehetőleg szűk) sütőtálba vagy egy muffin forma mélyedésébe, hogy ne dőljön el sülés közben. Önthetsz a tál aljára 1-2 evőkanál vizet, hogy az alma sülés közben keletkező gőzben párolódhasson és ne száradjon ki. Tedd vissza az alma ""kalapját"".
7. Süsd az előmelegített sütőben kb. 25-35 percig. Az alma akkor jó, ha megpuhult (egy kés vagy villa hegyével ellenőrizheted), és a töltelék teteje kissé megpirult. A pontos sütési idő függ az alma méretétől, fajtájától és a sütődtől.
8. Hagyd kicsit hűlni tálalás előtt, mert a töltelék nagyon forró lehet. Langyosan a legfinomabb. Önmagában is kiváló desszert vagy uzsonna.",https://drive.google.com/thumbnail?id=1VNQyfsG0_MXbrSl6F5P-j9iTlymWegjY,23,6,10,nem skálázható,,
350,Túrós csusza,"1. Egy nagyobb lábasban forralj vizet a tésztának, adj hozzá kb. ½ teáskanál sót. Amikor a víz lobogva forr, tedd bele a teljes kiőrlésű tésztát, és főzd a csomagoláson feltüntetett utasítás szerint, amíg ""al dente"" (fogkemény) állagú nem lesz (ez általában 8-12 perc).
2. Amíg a tészta fő, készítsd elő a sonkát: ha egyben van, vágd apró kockákra vagy csíkokra. Ha szeretnéd, egy száraz, tapadásmentes serpenyőben enyhén megpiríthatod a sonkakockákat pár perc alatt, hogy kissé ropogósabbak legyenek (zsiradék hozzáadása nélkül).
3. A juhtúrót (vagy kecsketúrót) egy tálban villával lazán törd át. Ha használsz, itt keverheted hozzá az aprított kaprot.
4. Amikor a tészta megfőtt, szűrd le alaposan, de egy kevés főzővizet (kb. fél dl) tegyél félre.
5. A forró, leszűrt tésztát azonnal tedd vissza a főzőlábasba, vagy egy tálba. Add hozzá a felkockázott (és esetleg pirított) sonkát és az előkészített túrót.
6. Gyorsan forgasd össze az egészet. Ha szükséges, hogy krémesebb legyen, és a túró jobban ráolvadjon a tésztára, adhatsz hozzá egy keveset a félretett főzővízből.
7. Kóstold meg, és ízlés szerint sózd (óvatosan, mert a sonka és a túró is lehet sós), illetve borsozd meg frissen őrölt fekete borssal.
8. Azonnal tálald, melegen a legfinomabb.",https://drive.google.com/thumbnail?id=12eUspDkj8QMoT2JF-dUVufVqkYBAMhUD,33,36,17,nem skálázható,,
351,Vadas,"1. Készítsd elő a hozzávalókat:
o A csirkemellet vágd falatnyi kockákra vagy csíkokra, sózd és borsozd meg.
o A vöröshagymát és a fokhagymát aprítsd finomra.
o A sárgarépát, petrezselyemgyökeret és zellergumót tisztítsd meg, majd vágd kisebb, nagyjából egyforma kockákra.
2. Egy közepes méretű lábasban vagy serpenyőben hevítsd fel a kókuszzsírt. Add hozzá a csirkemell darabokat, és pirítsd őket fehéredésig (kb. 3-4 perc). Szedd ki a húst egy tányérra és tedd félre.
3. A visszamaradt zsiradékon (ha szükséges, adj hozzá egy csepp vizet) dinszteld meg az aprított vöröshagymát üvegesre (kb. 3-4 perc). Add hozzá a felkockázott sárgarépát, petrezselyemgyökeret, zellergumót és az aprított fokhagymát. Kevergetve pirítsd együtt további 3-5 percig.
4. Öntsd fel annyi vízzel vagy zöldség alaplével (ha van), hogy a zöldségeket éppen ellepje. Add hozzá a babérlevelet, a majorannát (és az opcionális kakukkfüvet), egy csipet sót és borsot. Fedő alatt, közepes lángon párold puhára a zöldségeket (ez kb. 15-20 percet vehet igénybe).
5. Amíg a zöldségek puhulnak, egy külön edényben főzd ki a teljes kiőrlésű tésztát enyhén sós vízben a csomagoláson található utasítások szerint ""al dente"" állagúra. Szűrd le, de egy keveset (kb. ½ dl) tegyél félre a főzővízből.
6. Ha a zöldségek teljesen megpuhultak, távolítsd el a babérlevelet. Egy botmixer segítségével (vagy a lábas tartalmát óvatosan turmixgépbe öntve) pürésítsd a zöldséges alapot teljesen simára. Ha túl sűrűnek találod, adj hozzá egy keveset a félretett tésztafőző vízből vagy sima vízből a kívánt selymes állag eléréséig.
7. A simára pürésített mártáshoz add hozzá a cukormentes mustárt és a kókusztejszínt. Keverd alaposan össze, majd forrald fel újra. Főzd 1-2 percig, amíg kissé besűrűsödik.
8. Ekkor tedd vissza a korábban félretett, pirított csirkemell darabokat a vadas mártásba. Keverd össze, és főzd együtt további 3-5 percig, hogy a csirke teljesen átmelegedjen és az ízek összeérjenek.
9. Kóstold meg a mártást, és ha szükséges, ízesítsd utána sóval, borssal. Az ízegyensúly kedvéért pár csepp friss citromlevet vagy almaecetet is adhatsz hozzá.
10. A vadas csirkét a kifőtt teljes kiőrlésű tésztával tálald.",https://drive.google.com/thumbnail?id=1_-_H9ENUtiqpItIusoiARbzSdtvZL6zM,38,44,19,Skálázható,,
352,Vaníliás fehérjés chia puding mandulával,"1. Alapanyagok összekeverése: Egy közepes méretű tálban vagy egy zárható üvegben keverd össze a chia magot és a vaníliás növényi fehérjeport. (Ha a fehérjeporod hajlamos csomósodni, érdemes először egy kevés mandulatejjel simára keverni, majd hozzáadni a többit.)
2. Folyadék hozzáadása: Fokozatosan, folyamatos keverés mellett add hozzá a 200 ml cukormentes mandulatejet. Használj kézi habverőt vagy villát, hogy a keverék teljesen sima és csomómentes legyen.
3. Ízesítés: Add hozzá az ízlés szerinti édesítőszert, és keverd el alaposan. Kóstold meg, és ha szükséges, igazíts az édesítésen.
4. Pihentetés és újra keverés: Hagyd állni a keveréket szobahőmérsékleten kb. 5-10 percig. Ezután keverd át újra alaposan, hogy a chia magok ne tapadjanak össze az edény alján, és egyenletesen tudjanak megduzzadni.
5. Hűtés és sűrítés: Fedd le a tálat vagy zárd le az üveget, és tedd a hűtőszekrénybe legalább 2-4 órára, de legjobb, ha egy egész éjszakára bent hagyod. Ez idő alatt a chia magok megszívják magukat a folyadékkal, és a puding besűrűsödik.
6. Tálalás: Tálalás előtt keverd át még egyszer a pudingot. Kanalazd pohárba vagy tálkába, és szórd meg a tetejét a 15 g pirított mandulával. Azonnal fogyasztható.",https://drive.google.com/thumbnail?id=1h2_IVoRN_i_1zO3iY-I0k-NUc8KXL4JB,13,29,16,nem skálázható,,
353,Vaníliás proteines csiga,"1. Tészta összeállítása: Egy tálban keverd össze a Szafi Reform rostkeveréket a szódabikarbónával. Add hozzá a tojást, a kókusztejszínt, az olvasztott kókuszzsírt és a vizet. Gyors mozdulatokkal dolgozd össze, amíg formázható tésztát nem kapsz. Ha szükséges, pihentesd pár percig, hogy a rostok megszívják magukat.
2. Töltelék elkészítése: Egy kis lábosban vagy tálkában keverd simára a növényi tejet a vaníliás fehérjeporral, a zabliszttel, a zéró vaníliás cukorral, a reszelt citromhéjjal és az ízlés szerinti édesítőszerrel. Ha sűrűbb tölteléket szeretnél, nagyon alacsony lángon, folyamatosan kevergetve főzd 1-2 percig, amíg kissé besűrűsödik, majd hagyd kihűlni. Ha nem főzöd, akkor is hagyd állni pár percet, hogy a zabliszt felvegye a nedvességet.
3. Formázás: Enyhén lisztezett (pl. ugyanazzal a Szafi keverékkel vagy kókuszliszttel) felületen nyújtsd ki a tésztát vékony téglalap alakúra. Ha a tészta ragadós, használj két sütőpapír között nyújtást.
4. Kend meg egyenletesen a kinyújtott tésztát a vaníliás töltelékkel, a széleken hagyva egy kis helyet.
5. Óvatosan tekerd fel a tésztát a hosszabbik oldalától kezdve, mint egy bejglit.
6. Az így kapott rudat vágd kb. 2-4 egyenlő méretű szeletre (csigára).
7. Sütés: Melegítsd elő a sütőt 180°C-ra (légkeverésesnél 160°C). Helyezd a csigákat sütőpapírral bélelt tepsire, hagyva közöttük egy kis helyet.
8. Süsd kb. 15-20 percig, vagy amíg a csigák teteje enyhén aranyszínű lesz és átsültek. A sütési idő függ a csigák méretétől és a sütődtől.
9. Tálalás: Hagyd a csigákat kihűlni tálalás előtt. Ízlés szerint megszórhatod por eritrittel vagy más kalóriamentes porcukor helyettesítővel.",https://drive.google.com/thumbnail?id=1KNuhSR9fJ7cI_3j9hlnKqg5eMkG-b3U5,14,28,27,nem skálázható,,
